,Número REDS,Qtde Veículos,Natureza Principal Completa,Ano Fato,Mês Fato Resumido,Mês Numérico Fato,Data Fato,Dia da Semana Fato,Horário Fato,Faixa 1 Hora Fato,Faixa 6 Horas Fato,Tipo Veículo,Alvo Corrigido,Situação Veículo,Causa Presumida,Descrição Meio Utilizado,Descrição Grupo Local Imediato,Descrição Local Imediato,Logradouro Ocorrência - Tipo,Bairro,Bairro Não Cadastrado,Bairro - FATO FINAL,Bairro - FATO FINAL - Municipio ,Município,Município - Código,UF - Sigla,RISP ,RMBH
195186,2022-029075031-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,06/07/2022,QUARTA-FEIRA,11:00:00,De 11:00 as 11:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MARIANO PROCOPIO,,MARIANO PROCOPIO,"MARIANO PROCOPIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195201,2022-029124926-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,07/07/2022,QUINTA-FEIRA,09:16:08,De 09:00 as 09:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,NOSSA SENHORA DAS GRACAS,,NOSSA SENHORA DAS GRACAS,"NOSSA SENHORA DAS GRACAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195217,2022-029160973-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,07/07/2022,QUINTA-FEIRA,12:10:00,De 12:00 as 12:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PARTICULAR/PRIVADA,AVENIDA,MORRO DA GLORIA,,MORRO DA GLORIA,"MORRO DA GLORIA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195219,2022-029168127-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,07/07/2022,QUINTA-FEIRA,13:30:00,De 13:00 as 13:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA CATARINA,,SANTA CATARINA,"SANTA CATARINA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195228,2022-029191749-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,07/07/2022,QUINTA-FEIRA,15:57:59,De 15:00 as 15:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,GRANBERY,,GRANBERY,"GRANBERY, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195239,2022-029233440-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,07/07/2022,QUINTA-FEIRA,17:30:00,De 17:00 as 17:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195240,2022-029236156-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,07/07/2022,QUINTA-FEIRA,17:33:24,De 17:00 as 17:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,LADEIRA,,LADEIRA,"LADEIRA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195274,2022-029317206-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,08/07/2022,SEXTA-FEIRA,11:02:15,De 11:00 as 11:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,NOVA ERA,,NOVA ERA,"NOVA ERA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195277,2022-029323727-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,08/07/2022,SEXTA-FEIRA,11:27:27,De 11:00 as 11:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195340,2022-029500907-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,09/07/2022,SÁBADO,14:38:45,De 14:00 as 14:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195345,2022-029520663-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,01/07/2022,SEXTA-FEIRA,17:00:00,De 17:00 as 17:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,ABUSO DE CONFIANCA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195372,2022-029611775-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,10/07/2022,DOMINGO,08:59:26,De 08:00 as 08:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,AEROPORTO,,AEROPORTO,"AEROPORTO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195389,2022-029718457-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,11/07/2022,SEGUNDA-FEIRA,00:41:25,De 00:00 as 00:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,NOVA ERA,,NOVA ERA,"NOVA ERA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195395,2022-029734371-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,09/07/2022,SÁBADO,23:35:00,De 23:00 as 23:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,CONHECIMENTO TECNICO ESPECIFICO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,PARQUE GUARANI,,PARQUE GUARANI,"PARQUE GUARANI, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195398,2022-029741358-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,11/07/2022,SEGUNDA-FEIRA,07:54:19,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,JOQUEI CLUBE,,JOQUEI CLUBE,"JOQUEI CLUBE, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195401,2022-029745735-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,11/07/2022,SEGUNDA-FEIRA,07:05:06,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,BENFICA,,BENFICA,"BENFICA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195460,2022-029913535-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,12/07/2022,TERÇA-FEIRA,07:01:21,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,SAO PEDRO,,SAO PEDRO,"SAO PEDRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195479,2022-029951278-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,12/07/2022,TERÇA-FEIRA,06:58:18,De 06:00 as 06:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTOS DUMONT,,SANTOS DUMONT,"SANTOS DUMONT, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195488,2022-029957670-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,12/07/2022,TERÇA-FEIRA,13:01:01,De 13:00 as 13:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA CLARA,,SANTA CLARA,"SANTA CLARA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195600,2022-030241829-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,13/07/2022,QUARTA-FEIRA,22:45:06,De 22:00 as 22:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,NOSSA SENHORA DE LOURDES,,NOSSA SENHORA DE LOURDES,"NOSSA SENHORA DE LOURDES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195629,2022-030320375-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,14/07/2022,QUINTA-FEIRA,13:25:45,De 13:00 as 13:59,De 12:00 as 17:59,SEMI-REBOQUE,Veículos,FURTADO,VANTAGEM ECONOMICA,ARROMBAMENTO/ROMPIMENTO DE OBSTACULO,RESIDENCIA UNIFAMILIAR URBANA,OUTROS - RESIDENCIAS URBANAS,RUA,MONTE CASTELO,,MONTE CASTELO,"MONTE CASTELO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195648,2022-030386817-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,14/07/2022,QUINTA-FEIRA,15:45:00,De 15:00 as 15:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,DOM BOSCO,,DOM BOSCO,"DOM BOSCO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195680,2022-030463483-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,15/07/2022,SEXTA-FEIRA,02:00:00,De 02:00 as 02:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,OUTRAS MOTIVACOES/CAUSAS ,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,DEMOCRATA,,DEMOCRATA,"DEMOCRATA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195692,2022-030486190-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,15/07/2022,SEXTA-FEIRA,06:40:01,De 06:00 as 06:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,JARDIM DE ALA,,JARDIM DE ALA,"JARDIM DE ALA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195731,2022-030584156-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,15/07/2022,SEXTA-FEIRA,17:48:00,De 17:00 as 17:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SAO MATEUS,,SAO MATEUS,"SAO MATEUS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195737,2022-030607321-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,16/07/2022,SÁBADO,00:21:53,De 00:00 as 00:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,VITORINO BRAGA,,VITORINO BRAGA,"VITORINO BRAGA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195833,2022-030893366-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,17/07/2022,DOMINGO,19:00:00,De 19:00 as 19:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA LUZIA,,SANTA LUZIA,"SANTA LUZIA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195917,2022-031062690-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,19/07/2022,TERÇA-FEIRA,00:15:00,De 00:00 as 00:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SAO MATEUS,,SAO MATEUS,"SAO MATEUS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195961,2022-031161664-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,19/07/2022,TERÇA-FEIRA,16:10:49,De 16:00 as 16:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA CATARINA,,SANTA CATARINA,"SANTA CATARINA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195978,2022-031203403-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,19/07/2022,TERÇA-FEIRA,20:24:35,De 20:00 as 20:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,RESIDENCIA UNIFAMILIAR URBANA,APARTAMENTO,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
195989,2022-031239106-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,19/07/2022,TERÇA-FEIRA,23:35:35,De 23:00 as 23:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,ESTABELECIMENTO COMERCIAL / SERVICOS,SHOPPING CENTER,AVENIDA,SAO DIMAS,,SAO DIMAS,"SAO DIMAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
196005,2022-031279242-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,20/07/2022,QUARTA-FEIRA,08:41:57,De 08:00 as 08:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,ARROMBAMENTO/ROMPIMENTO DE OBSTACULO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,SANTOS ANJOS,,SANTOS ANJOS,"SANTOS ANJOS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
196038,2022-031328340-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,12/07/2022,TERÇA-FEIRA,21:00:00,De 21:00 as 21:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,CONHECIMENTO TECNICO ESPECIFICO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,JUSCELINO KUBITSCHECK,,JUSCELINO KUBITSCHECK,"JUSCELINO KUBITSCHECK, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
196070,2022-031424784-001,1.0,FURTO CONSUMADO,2022.0,JUL,7.0,21/07/2022,QUINTA-FEIRA,06:00:00,De 06:00 as 06:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,TEIXEIRAS,,TEIXEIRAS,"TEIXEIRAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
